0_0_2_2_2,2024-01-02 01:49:23,Success,0,0,2,2,2,855 P,81,%/m obscuration,Invalid,Invalid,113,0,0,0,0,0
0_0_3_3_2,2024-01-02 01:49:23,Success,0,0,3,3,2,855 P,81,%/m obscuration,Invalid,Invalid,99,0,0,0,0,0
0_0_4_4_2,2024-01-02 01:49:23,Failure,0,0,4,4,2,855 P,81,%/m obscuration,Invalid,Invalid,104,0,0,0,0,245
0_0_5_5_2,2024-01-02 01:49:23,Success,0,0,5,5,2,855 P,81,%/m obscuration,Invalid,Invalid,101,0,0,0,0,0
0_0_6_6_2,2024-01-02 01:49:23,Success,0,0,6,6,2,855 P,81,%/m obscuration,Invalid,Invalid,105,0,0,0,0,0
0_0_7_7_2,2024-01-02 01:49:23,Success,0,0,7,7,2,855 P,81,%/m obscuration,Invalid,Invalid,108,0,0,0,0,0
0_0_1_1_3,2024-01-02 01:49:23,Success,0,0,1,1,3,840 H,96,Invalid,Degrees C,Invalid,0,25,0,0,0,0
0_0_2_2_3,2024-01-02 01:49:23,Success,0,0,2,2,3,840 H,96,Invalid,Degrees C,Invalid,0,28,0,0,0,0
0_0_3_3_3,2024-01-02 01:49:23,Success,0,0,3,3,3,840 H,96,Invalid,Degrees C,Invalid,0,28,0,0,0,0
0_0_4_4_3,2024-01-02 01:49:23,Success,0,0,4,4,3,840 H,96,Invalid,Degrees C,Invalid,0,23,0,0,0,0
0_0_5_5_3,2024-01-02 01:49:23,Success,0,0,5,5,3,840 H,96,Invalid,Degrees C,Invalid,0,33,0,0,0,0
0_0_6_6_3,2024-01-02 01:49:23,Failure,0,0,6,6,3,840 H,96,Invalid,Degrees C,Invalid,0,33,0,0,0,0
0_0_1_1_4,2024-01-02 01:49:23,Success,0,0,1,1,4,835 PH,132,%/m obscuration,Degrees C,Invalid,105,26,0,0,0,0
0_0_2_2_4,2024-01-02 01:49:23,Success,0,0,2,2,4,835 PH,132,%/m obscuration,Degrees C,Invalid,107,29,0,0,0,0
0_0_3_3_4,2024-01-02 01:49:23,Success,0,0,3,3,4,835 PH,132,%/m obscuration,Degrees C,Invalid,108,28,0,0,0,0
0_0_4_4_4,2024-01-02 01:49:23,Success,0,0,4,4,4,835 PH,132,%/m obscuration,Degrees C,Invalid,104,24,0,0,0,0
0_0_5_5_4,2024-01-02 01:49:23,Failure,0,0,5,5,4,835 PH,132,%/m obscuration,Degrees C,Invalid,111,31,0,116,0,0
0_0_1_1_1,2024-01-02 01:50:22,Success,0,0,1,1,1,850 PC,70,%/m obscuration,Degrees C,ppm (parts per million),100,27,7,0,0,0
0_0_2_2_1,2024-01-02 01:50:23,Success,0,0,2,2,1,850 PC,80,%/m obscuration,Degrees C,ppm (parts per million),105,29,10,0,0,0
0_0_3_3_1,2024-01-02 01:50:23,Success,0,0,3,3,1,850 PC,90,%/m obscuration,Degrees C,ppm (parts per million),104,28,12,0,0,0
0_0_4_4_1,2024-01-02 01:50:23,Success,0,0,4,4,1,850 PC,85,%/m obscuration,Degrees C,ppm (parts per million),103,24,7,0,0,0
0_0_5_5_1,2024-01-02 01:50:23,Success,0,0,5,5,1,850 PC,74,%/m obscuration,Degrees C,ppm (parts per million),102,33,8,0,0,139
0_0_6_6_1,2024-01-02 01:50:23,Success,0,0,6,6,1,850 PC,66,%/m obscuration,Degrees C,ppm (parts per million),106,32,6,0,0,0
0_0_7_7_1,2024-01-02 01:50:23,Success,0,0,7,7,1,850 PC,72,%/m obscuration,Degrees C,ppm (parts per million),110,31,5,0,0,0
0_0_8_8_1,2024-01-02 01:50:23,Success,0,0,8,8,1,850 PC,80,%/m obscuration,Degrees C,ppm (parts per million),112,32,5,0,0,0
0_0_1_1_2,2024-01-02 01:50:23,Success,0,0,1,1,2,855 P,81,%/m obscuration,Invalid,Invalid,108,0,0,0,0,0
0_0_2_2_2,2024-01-02 01:50:23,Failure,0,0,2,2,2,855 P,81,%/m obscuration,Invalid,Invalid,113,0,0,0,45,0
0_0_3_3_2,2024-01-02 01:50:23,Success,0,0,3,3,2,855 P,81,%/m obscuration,Invalid,Invalid,99,0,0,0,0,0
0_0_4_4_2,2024-01-02 01:50:23,Failure,0,0,4,4,2,855 P,81,%/m obscuration,Invalid,Invalid,104,0,0,0,0,0
0_0_5_5_2,2024-01-02 01:50:23,Success,0,0,5,5,2,855 P,81,%/m obscuration,Invalid,Invalid,101,0,0,0,0,0
0_0_6_6_2,2024-01-02 01:50:23,Success,0,0,6,6,2,855 P,81,%/m obscuration,Invalid,Invalid,105,0,0,0,0,0
0_0_7_7_2,2024-01-02 01:50:23,Success,0,0,7,7,2,855 P,81,%/m obscuration,Invalid,Invalid,108,0,0,0,0,0
0_0_1_1_3,2024-01-02 01:50:23,Success,0,0,1,1,3,840 H,96,Invalid,Degrees C,Invalid,0,25,0,0,0,0
0_0_2_2_3,2024-01-02 01:50:23,Success,0,0,2,2,3,840 H,96,Invalid,Degrees C,Invalid,0,29,0,0,0,0
0_0_3_3_3,2024-01-02 01:50:23,Success,0,0,3,3,3,840 H,96,Invalid,Degrees C,Invalid,0,28,0,0,0,0
0_0_4_4_3,2024-01-02 01:50:23,Failure,0,0,4,4,3,840 H,96,Invalid,Degrees C,Invalid,0,23,0,0,0,0
0_0_5_5_3,2024-01-02 01:50:23,Success,0,0,5,5,3,840 H,96,Invalid,Degrees C,Invalid,0,33,0,0,0,0
0_0_6_6_3,2024-01-02 01:50:23,Success,0,0,6,6,3,840 H,96,Invalid,Degrees C,Invalid,0,34,0,0,0,0
0_0_1_1_4,2024-01-02 01:50:23,Success,0,0,1,1,4,835 PH,132,%/m obscuration,Degrees C,Invalid,105,25,0,0,0,0
0_0_2_2_4,2024-01-02 01:50:23,Success,0,0,2,2,4,835 PH,132,%/m obscuration,Degrees C,Invalid,107,29,0,0,0,0
0_0_3_3_4,2024-01-02 01:50:23,Success,0,0,3,3,4,835 PH,132,%/m obscuration,Degrees C,Invalid,108,28,0,0,0,0
0_0_4_4_4,2024-01-02 01:50:23,Success,0,0,4,4,4,835 PH,132,%/m obscuration,Degrees C,Invalid,104,24,0,0,0,0
0_0_5_5_4,2024-01-02 01:50:23,Success,0,0,5,5,4,835 PH,132,%/m obscuration,Degrees C,Invalid,111,31,0,0,0,0
0_0_1_1_1,2024-01-02 01:51:22,Success,0,0,1,1,1,850 PC,70,%/m obscuration,Degrees C,ppm (parts per million),100,27,8,0,0,0
0_0_2_2_1,2024-01-02 01:51:23,Success,0,0,2,2,1,850 PC,80,%/m obscuration,Degrees C,ppm (parts per million),105,29,10,0,0,0
0_0_3_3_1,2024-01-02 01:51:23,Success,0,0,3,3,1,850 PC,90,%/m obscuration,Degrees C,ppm (parts per million),104,28,11,0,0,0
0_0_4_4_1,2024-01-02 01:51:23,Failure,0,0,4,4,1,850 PC,85,%/m obscuration,Degrees C,ppm (parts per million),103,24,6,0,0,0
0_0_5_5_1,2024-01-02 01:51:23,Success,0,0,5,5,1,850 PC,74,%/m obscuration,Degrees C,ppm (parts per million),101,33,8,0,0,0
0_0_6_6_1,2024-01-02 01:51:23,Success,0,0,6,6,1,850 PC,66,%/m obscuration,Degrees C,ppm (parts per million),106,31,6,0,0,0
0_0_7_7_1,2024-01-02 01:51:23,Success,0,0,7,7,1,850 PC,72,%/m obscuration,Degrees C,ppm (parts per million),110,31,5,0,142,0
0_0_8_8_1,2024-01-02 01:51:23,Success,0,0,8,8,1,850 PC,80,%/m obscuration,Degrees C,ppm (parts per million),112,32,5,0,0,0
0_0_1_1_2,2024-01-02 01:51:23,Success,0,0,1,1,2,855 P,81,%/m obscuration,Invalid,Invalid,108,0,0,0,0,0
0_0_2_2_2,2024-01-02 01:51:23,Failure,0,0,2,2,2,855 P,81,%/m obscuration,Invalid,Invalid,113,0,0,0,0,159
0_0_3_3_2,2024-01-02 01:51:23,Success,0,0,3,3,2,855 P,81,%/m obscuration,Invalid,Invalid,99,0,0,0,0,0
0_0_4_4_2,2024-01-02 01:51:23,Success,0,0,4,4,2,855 P,81,%/m obscuration,Invalid,Invalid,104,0,0,0,0,0
0_0_5_5_2,2024-01-02 01:51:23,Success,0,0,5,5,2,855 P,81,%/m obscuration,Invalid,Invalid,101,0,0,0,0,0
0_0_6_6_2,2024-01-02 01:51:23,Success,0,0,6,6,2,855 P,81,%/m obscuration,Invalid,Invalid,105,0,0,0,0,0
0_0_7_7_2,2024-01-02 01:51:23,Success,0,0,7,7,2,855 P,81,%/m obscuration,Invalid,Invalid,108,0,0,0,0,0
0_0_1_1_3,2024-01-02 01:51:23,Failure,0,0,1,1,3,840 H,96,Invalid,Degrees C,Invalid,0,25,0,0,0,0
0_0_2_2_3,2024-01-02 01:51:23,Success,0,0,2,2,3,840 H,96,Invalid,Degrees C,Invalid,0,29,0,0,0,0
0_0_3_3_3,2024-01-02 01:51:23,Success,0,0,3,3,3,840 H,96,Invalid,Degrees C,Invalid,0,29,0,0,0,0
0_0_4_4_3,2024-01-02 01:51:23,Success,0,0,4,4,3,840 H,96,Invalid,Degrees C,Invalid,0,23,0,0,0,0
0_0_5_5_3,2024-01-02 01:51:23,Success,0,0,5,5,3,840 H,96,Invalid,Degrees C,Invalid,0,33,0,0,0,0
0_0_6_6_3,2024-01-02 01:51:23,Success,0,0,6,6,3,840 H,96,Invalid,Degrees C,Invalid,0,34,0,0,0,0
0_0_1_1_4,2024-01-02 01:51:23,Failure,0,0,1,1,4,835 PH,132,%/m obscuration,Degrees C,Invalid,105,25,0,0,0,0
0_0_2_2_4,2024-01-02 01:51:23,Success,0,0,2,2,4,835 PH,132,%/m obscuration,Degrees C,Invalid,107,29,0,0,0,0
0_0_3_3_4,2024-01-02 01:51:23,Failure,0,0,3,3,4,835 PH,132,%/m obscuration,Degrees C,Invalid,108,28,0,0,0,0
0_0_4_4_4,2024-01-02 01:51:23,Success,0,0,4,4,4,835 PH,132,%/m obscuration,Degrees C,Invalid,103,24,0,0,0,0
0_0_5_5_4,2024-01-02 01:51:23,Success,0,0,5,5,4,835 PH,132,%/m obscuration,Degrees C,Invalid,111,31,0,0,0,0
0_0_1_1_1,2024-01-02 01:52:22,Success,0,0,1,1,1,850 PC,70,%/m obscuration,Degrees C,ppm (parts per million),100,27,8,0,0,0
0_0_2_2_1,2024-01-02 01:52:23,Success,0,0,2,2,1,850 PC,80,%/m obscuration,Degrees C,ppm (parts per million),105,29,10,0,0,0
0_0_3_3_1,2024-01-02 01:52:23,Success,0,0,3,3,1,850 PC,90,%/m obscuration,Degrees C,ppm (parts per million),104,28,11,0,0,0
0_0_4_4_1,2024-01-02 01:52:23,Success,0,0,4,4,1,850 PC,85,%/m obscuration,Degrees C,ppm (parts per million),103,24,6,0,0,0
0_0_5_5_1,2024-01-02 01:52:23,Success,0,0,5,5,1,850 PC,74,%/m obscuration,Degrees C,ppm (parts per million),101,33,8,94,0,0
0_0_6_6_1,2024-01-02 01:52:23,Success,0,0,6,6,1,850 PC,66,%/m obscuration,Degrees C,ppm (parts per million),106,31,6,0,0,0
0_0_7_7_1,2024-01-02 01:52:23,Success,0,0,7,7,1,850 PC,72,%/m obscuration,Degrees C,ppm (parts per million),110,31,5,0,0,0
0_0_8_8_1,2024-01-02 01:52:23,Success,0,0,8,8,1,850 PC,80,%/m obscuration,Degrees C,ppm (parts per million),112,32,5,0,0,0
0_0_1_1_2,2024-01-02 01:52:23,Success,0,0,1,1,2,855 P,81,%/m obscuration,Invalid,Invalid,108,0,0,0,0,0
0_0_2_2_2,2024-01-02 01:52:23,Success,0,0,2,2,2,855 P,81,%/m obscuration,Invalid,Invalid,113,0,0,0,0,0
0_0_3_3_2,2024-01-02 01:52:23,Success,0,0,3,3,2,855 P,81,%/m obscuration,Invalid,Invalid,100,0,0,0,0,0
0_0_4_4_2,2024-01-02 01:52:23,Success,0,0,4,4,2,855 P,81,%/m obscuration,Invalid,Invalid,104,0,0,0,0,0
0_0_5_5_2,2024-01-02 01:52:23,Success,0,0,5,5,2,855 P,81,%/m obscuration,Invalid,Invalid,101,0,0,0,0,0
0_0_6_6_2,2024-01-02 01:52:23,Failure,0,0,6,6,2,855 P,81,%/m obscuration,Invalid,Invalid,105,0,0,0,0,0
0_0_7_7_2,2024-01-02 01:52:23,Success,0,0,7,7,2,855 P,81,%/m obscuration,Invalid,Invalid,108,0,0,0,0,0
0_0_1_1_3,2024-01-02 01:52:23,Failure,0,0,1,1,3,840 H,96,Invalid,Degrees C,Invalid,0,25,0,0,0,0
0_0_2_2_3,2024-01-02 01:52:23,Success,0,0,2,2,3,840 H,96,Invalid,Degrees C,Invalid,0,29,0,0,0,0
0_0_3_3_3,2024-01-02 01:52:23,Success,0,0,3,3,3,840 H,96,Invalid,Degrees C,Invalid,0,29,0,0,0,0
0_0_4_4_3,2024-01-02 01:52:23,Success,0,0,4,4,3,840 H,96,Invalid,Degrees C,Invalid,0,23,0,0,0,0
0_0_5_5_3,2024-01-02 01:52:23,Success,0,0,5,5,3,840 H,96,Invalid,Degrees C,Invalid,0,33,0,0,0,0
0_0_6_6_3,2024-01-02 01:52:23,Success,0,0,6,6,3,840 H,96,Invalid,Degrees C,Invalid,0,34,0,0,0,0
0_0_1_1_4,2024-01-02 01:52:23,Success,0,0,1,1,4,835 PH,132,%/m obscuration,Degrees C,Invalid,105,24,0,0,0,0
0_0_2_2_4,2024-01-02 01:52:23,Success,0,0,2,2,4,835 PH,132,%/m obscuration,Degrees C,Invalid,107,29,0,0,107,0
0_0_3_3_4,2024-01-02 01:52:23,Success,0,0,3,3,4,835 PH,132,%/m obscuration,Degrees C,Invalid,108,28,0,0,0,0
0_0_4_4_4,2024-01-02 01:52:23,Success,0,0,4,4,4,835 PH,132,%/m obscuration,Degrees C,Invalid,103,24,0,0,0,0
0_0_5_5_4,2024-01-02 01:52:23,Failure,0,0,5,5,4,835 PH,132,%/m obscuration,Degrees C,Invalid,112,31,0,194,0,0
0_0_1_1_1,2024-01-02 01:53:22,Success,0,0,1,1,1,850 PC,70,%/m obscuration,Degrees C,ppm (parts per million),100,27,8,0,0,0
0_0_2_2_1,2024-01-02 01:53:23,Failure,0,0,2,2,1,850 PC,80,%/m obscuration,Degrees C,ppm (parts per million),105,29,10,0,0,0
0_0_3_3_1,2024-01-02 01:53:23,Success,0,0,3,3,1,850 PC,90,%/m obscuration,Degrees C,ppm (parts per million),104,28,12,0,0,0
0_0_4_4_1,2024-01-02 01:53:23,Failure,0,0,4,4,1,850 PC,85,%/m obscuration,Degrees C,ppm (parts per million),103,24,6,0,92,0
0_0_5_5_1,2024-01-02 01:53:23,Success,0,0,5,5,1,850 PC,74,%/m obscuration,Degrees C,ppm (parts per million),101,34,8,0,0,0
0_0_6_6_1,2024-01-02 01:53:23,Success,0,0,6,6,1,850 PC,66,%/m obscuration,Degrees C,ppm (parts per million),106,31,6,0,0,0
0_0_7_7_1,2024-01-02 01:53:23,Success,0,0,7,7,1,850 PC,72,%/m obscuration,Degrees C,ppm (parts per million),110,31,5,0,0,0
0_0_8_8_1,2024-01-02 01:53:23,Success,0,0,8,8,1,850 PC,80,%/m obscuration,Degrees C,ppm (parts per million),112,32,5,0,0,0
0_0_1_1_2,2024-01-02 01:53:23,Success,0,0,1,1,2,855 P,81,%/m obscuration,Invalid,Invalid,108,0,0,0,0,0
0_0_2_2_2,2024-01-02 01:53:23,Success,0,0,2,2,2,855 P,81,%/m obscuration,Invalid,Invalid,113,0,0,0,0,0
0_0_3_3_2,2024-01-02 01:53:23,Success,0,0,3,3,2,855 P,81,%/m obscuration,Invalid,Invalid,100,0,0,0,0,0
0_0_4_4_2,2024-01-02 01:53:23,Failure,0,0,4,4,2,855 P,81,%/m obscuration,Invalid,Invalid,103,0,0,0,0,0
0_0_5_5_2,2024-01-02 01:53:23,Success,0,0,5,5,2,855 P,81,%/m obscuration,Invalid,Invalid,101,0,0,227,0,0
0_0_6_6_2,2024-01-02 01:53:23,Success,0,0,6,6,2,855 P,81,%/m obscuration,Invalid,Invalid,105,0,0,0,0,0
0_0_7_7_2,2024-01-02 01:53:23,Success,0,0,7,7,2,855 P,81,%/m obscuration,Invalid,Invalid,108,0,0,0,0,0
0_0_1_1_3,2024-01-02 01:53:23,Success,0,0,1,1,3,840 H,96,Invalid,Degrees C,Invalid,0,25,0,0,0,0
0_0_2_2_3,2024-01-02 01:53:23,Success,0,0,2,2,3,840 H,96,Invalid,Degrees C,Invalid,0,29,0,0,0,0
0_0_3_3_3,2024-01-02 01:53:23,Success,0,0,3,3,3,840 H,96,Invalid,Degrees C,Invalid,0,29,0,0,0,0
0_0_4_4_3,2024-01-02 01:53:23,Success,0,0,4,4,3,840 H,96,Invalid,Degrees C,Invalid,0,23,0,0,0,0
0_0_5_5_3,2024-01-02 01:53:23,Failure,0,0,5,5,3,840 H,96,Invalid,Degrees C,Invalid,0,33,0,0,0,0
0_0_6_6_3,2024-01-02 01:53:23,Success,0,0,6,6,3,840 H,96,Invalid,Degrees C,Invalid,0,34,0,0,0,0
0_0_1_1_4,2024-01-02 01:53:23,Success,0,0,1,1,4,835 PH,132,%/m obscuration,Degrees C,Invalid,105,24,0,0,0,0
0_0_2_2_4,2024-01-02 01:53:23,Success,0,0,2,2,4,835 PH,132,%/m obscuration,Degrees C,Invalid,107,29,0,0,0,0
0_0_3_3_4,2024-01-02 01:53:23,Success,0,0,3,3,4,835 PH,132,%/m obscuration,Degrees C,Invalid,108,27,0,0,0,0
0_0_4_4_4,2024-01-02 01:53:23,Success,0,0,4,4,4,835 PH,132,%/m obscuration,Degrees C,Invalid,103,24,0,0,0,0
0_0_5_5_4,2024-01-02 01:53:23,Success,0,0,5,5,4,835 PH,132,%/m obscuration,Degrees C,Invalid,112,31,0,0,0,0
0_0_1_1_1,2024-01-02 01:54:22,Success,0,0,1,1,1,850 PC,70,%/m obscuration,Degrees C,ppm (parts per million),101,27,7,0,0,103
0_0_2_2_1,2024-01-02 01:54:23,Success,0,0,2,2,1,850 PC,80,%/m obscuration,Degrees C,ppm (parts per million),105,29,10,0,0,0
0_0_3_3_1,2024-01-02 01:54:23,Success,0,0,3,3,1,850 PC,90,%/m obscuration,Degrees C,ppm (parts per million),104,28,12,0,0,0
0_0_4_4_1,2024-01-02 01:54:23,Success,0,0,4,4,1,850 PC,85,%/m obscuration,Degrees C,ppm (parts per million),103,24,6,0,0,0
0_0_5_5_1,2024-01-02 01:54:23,Success,0,0,5,5,1,850 PC,74,%/m obscuration,Degrees C,ppm (parts per million),101,34,8,0,0,0
0_0_6_6_1,2024-01-02 01:54:23,Failure,0,0,6,6,1,850 PC,66,%/m obscuration,Degrees C,ppm (parts per million),106,31,6,0,0,0
0_0_7_7_1,2024-01-02 01:54:23,Success,0,0,7,7,1,850 PC,72,%/m obscuration,Degrees C,ppm (parts per million),110,31,5,0,0,0
