datetime,reply_status,flags,node,channel,channel_address,point_category,point_number,logical_point_number,logical_point_zone,device_type,auxiliary_point_attributes,group,area_type,area_number,sector_id,loop_type,raw_identity,actual_device_type,mode_and_sensitivity,raw_analogue_values1,raw_analogue_values2,raw_analogue_values3,lta_flags,raw_lta,dirtiness,units_of_measure1,units_of_measure2,units_of_measure3,converted_value1,converted_value2,converted_value3,instantaneous_active_state,instantaneous_fault_state,confirmed_active_state,confirmed_fault_state,acknowledged_active_state,acknowledged_fault_state,output_forced_mode,output_unforced_state,output_forced_state
Thu Jan 11 19:02:42 2024,Success,,0,MP CPU/Software Channel,0,Real,11,11,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,3,%/m obscuration,Degrees C,ppm (parts per million),3,23,520,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:42 2024,Success,,0,MP CPU/Software Channel,0,Real,12,12,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,4,%/m obscuration,Degrees C,ppm (parts per million),3,22,529,Clear,0,0,92,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:42 2024,Success,,0,MP CPU/Software Channel,0,Real,13,13,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,2,%/m obscuration,Degrees C,ppm (parts per million),1,25,527,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:42 2024,Success,,0,MP CPU/Software Channel,0,Real,14,14,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,3,%/m obscuration,Degrees C,ppm (parts per million),3,22,513,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:42 2024,Success,,0,MP CPU/Software Channel,0,Real,15,15,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,4,%/m obscuration,Degrees C,ppm (parts per million),4,25,518,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:42 2024,Success,,0,MP CPU/Software Channel,0,Real,16,16,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,2,%/m obscuration,Degrees C,ppm (parts per million),2,24,514,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:42 2024,Success,,0,MP CPU/Software Channel,0,Real,17,17,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,3,%/m obscuration,Degrees C,ppm (parts per million),3,23,523,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:42 2024,Success,,0,MP CPU/Software Channel,0,Real,18,18,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,4,%/m obscuration,Degrees C,ppm (parts per million),4,23,516,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:42 2024,Success,,0,MP CPU/Software Channel,0,Real,19,19,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,2,%/m obscuration,Degrees C,ppm (parts per million),2,23,508,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:42 2024,Success,,0,MP CPU/Software Channel,0,Real,20,20,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,3,%/m obscuration,Degrees C,ppm (parts per million),3,24,521,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:42 2024,Success,,0,MP CPU/Software Channel,0,Real,21,21,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,4,%/m obscuration,Degrees C,ppm (parts per million),3,23,513,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:42 2024,Failure,,0,MP CPU/Software Channel,0,Real,22,22,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,0,%/m obscuration,Degrees C,ppm (parts per million),2,0,1,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,Loop Fault,0,MP CPU/Software Channel,0,Real,23,23,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,4,%/m obscuration,Degrees C,ppm (parts per million),3,24,512,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,24,24,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,4,%/m obscuration,Degrees C,ppm (parts per million),4,21,517,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,Loop Fault,0,MP CPU/Software Channel,0,Real,25,25,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,2,%/m obscuration,Degrees C,ppm (parts per million),2,21,524,Clear,0,0,0,0,76,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,26,26,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,3,%/m obscuration,Degrees C,ppm (parts per million),3,24,521,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,27,27,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,4,%/m obscuration,Degrees C,ppm (parts per million),5,23,517,Clear,0,0,127,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,28,28,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,2,%/m obscuration,Degrees C,ppm (parts per million),2,21,518,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,29,29,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,3,%/m obscuration,Degrees C,ppm (parts per million),3,23,529,Clear,0,0,114,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,30,30,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,4,%/m obscuration,Degrees C,ppm (parts per million),3,24,527,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,31,31,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,2,%/m obscuration,Degrees C,ppm (parts per million),2,22,514,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,32,32,1,850 PC,3,0,1,1,1,Thorn,1,0,0,0,0,0,241,0,3,%/m obscuration,Degrees C,ppm (parts per million),3,22,518,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,1,1,2,855 P,2,0,2,1,2,Thorn,2,0,0,0,0,0,205,0,4,%/m obscuration,Invalid,Invalid,4,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,2,2,2,855 P,2,0,2,2,2,Thorn,2,0,0,0,0,0,205,0,2,%/m obscuration,Invalid,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,3,3,2,855 P,2,0,2,3,2,Thorn,2,0,0,0,0,0,205,0,3,%/m obscuration,Invalid,Invalid,4,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,4,4,2,855 P,2,0,2,4,2,Thorn,2,0,0,0,0,0,205,0,4,%/m obscuration,Invalid,Invalid,4,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,5,5,2,855 P,2,0,2,5,2,Thorn,2,0,0,0,0,0,205,0,2,%/m obscuration,Invalid,Invalid,2,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,6,6,2,855 P,2,0,2,6,2,Thorn,2,0,0,0,0,0,205,0,3,%/m obscuration,Invalid,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,7,7,2,855 P,2,0,2,7,2,Thorn,2,0,0,0,0,0,205,0,4,%/m obscuration,Invalid,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,8,8,2,855 P,2,0,2,1,2,Thorn,2,0,0,0,0,0,205,0,2,%/m obscuration,Invalid,Invalid,2,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,9,9,2,855 P,2,0,2,2,2,Thorn,2,0,0,0,0,0,205,0,3,%/m obscuration,Invalid,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,10,10,2,855 P,2,0,2,3,2,Thorn,2,0,0,0,0,0,205,0,5,%/m obscuration,Invalid,Invalid,5,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,11,11,2,855 P,2,0,2,4,2,Thorn,2,0,0,0,0,0,205,0,2,%/m obscuration,Invalid,Invalid,2,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,12,12,2,855 P,2,0,2,5,2,Thorn,2,0,0,0,0,0,205,0,3,%/m obscuration,Invalid,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,13,13,2,855 P,2,0,2,6,2,Thorn,2,0,0,0,0,0,205,0,4,%/m obscuration,Invalid,Invalid,6,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Failure,Loop Fault,0,MP CPU/Software Channel,0,Real,14,14,2,855 P,2,0,2,7,2,Thorn,2,0,0,0,0,0,205,0,0,%/m obscuration,Invalid,Invalid,1,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,15,15,2,855 P,2,0,2,1,2,Thorn,2,0,0,0,0,0,205,0,3,%/m obscuration,Invalid,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,Loop Fault,0,MP CPU/Software Channel,0,Real,16,16,2,855 P,2,0,2,2,2,Thorn,2,0,0,0,0,0,205,0,4,%/m obscuration,Invalid,Invalid,4,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,Loop Fault,0,MP CPU/Software Channel,0,Real,17,17,2,855 P,2,0,2,3,2,Thorn,2,0,0,0,0,0,205,0,2,%/m obscuration,Invalid,Invalid,2,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,18,18,2,855 P,2,0,2,4,2,Thorn,2,0,0,0,0,0,205,0,3,%/m obscuration,Invalid,Invalid,2,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,19,19,2,855 P,2,0,2,5,2,Thorn,2,0,0,0,0,0,205,0,4,%/m obscuration,Invalid,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,20,20,2,855 P,2,0,2,6,2,Thorn,2,0,0,0,0,0,205,0,2,%/m obscuration,Invalid,Invalid,2,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,21,21,2,855 P,2,0,2,7,2,Thorn,2,0,0,0,0,0,205,0,3,%/m obscuration,Invalid,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,22,22,2,855 P,2,0,2,1,2,Thorn,2,0,0,0,0,0,205,0,4,%/m obscuration,Invalid,Invalid,4,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,23,23,2,855 P,2,0,2,2,2,Thorn,2,0,0,0,0,0,205,0,2,%/m obscuration,Invalid,Invalid,2,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,24,24,2,855 P,2,0,2,3,2,Thorn,2,0,0,0,0,0,205,0,3,%/m obscuration,Invalid,Invalid,4,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,25,25,2,855 P,2,0,2,4,2,Thorn,2,0,0,0,0,0,205,0,4,%/m obscuration,Invalid,Invalid,5,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,26,26,2,855 P,2,0,2,5,2,Thorn,2,0,0,0,0,0,205,0,2,%/m obscuration,Invalid,Invalid,2,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,27,27,2,855 P,2,0,2,6,2,Thorn,2,0,0,0,0,0,205,0,3,%/m obscuration,Invalid,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,28,28,2,855 P,2,0,2,7,2,Thorn,2,0,0,0,0,0,205,0,4,%/m obscuration,Invalid,Invalid,4,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,1,1,4,835 PH,5,0,4,1,4,Thorn,4,0,0,0,0,0,126,1,3,%/m obscuration,Degrees C,Invalid,2,32,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,2,2,4,835 PH,5,0,4,2,4,Thorn,4,0,0,0,0,0,126,1,3,%/m obscuration,Degrees C,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,3,3,4,835 PH,5,0,4,3,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,4,43,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,4,4,4,835 PH,5,0,4,4,4,Thorn,4,0,0,0,0,0,126,1,2,%/m obscuration,Degrees C,Invalid,3,71,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,5,5,4,835 PH,5,0,4,5,4,Thorn,4,0,0,0,0,0,126,1,3,%/m obscuration,Degrees C,Invalid,3,1,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,6,6,4,835 PH,5,0,4,1,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,4,31,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,7,7,4,835 PH,5,0,4,2,4,Thorn,4,0,0,0,0,0,126,1,2,%/m obscuration,Degrees C,Invalid,2,1,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,8,8,4,835 PH,5,0,4,3,4,Thorn,4,0,0,0,0,0,126,1,3,%/m obscuration,Degrees C,Invalid,3,44,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,9,9,4,835 PH,5,0,4,4,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,4,71,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,10,10,4,835 PH,5,0,4,5,4,Thorn,4,0,0,0,0,0,126,1,2,%/m obscuration,Degrees C,Invalid,2,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,11,11,4,835 PH,5,0,4,1,4,Thorn,4,0,0,0,0,0,126,1,3,%/m obscuration,Degrees C,Invalid,3,31,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,12,12,4,835 PH,5,0,4,2,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,5,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Failure,,0,MP CPU/Software Channel,0,Real,13,13,4,835 PH,5,0,4,3,4,Thorn,4,0,0,0,0,0,126,1,0,%/m obscuration,Degrees C,Invalid,0,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,14,14,4,835 PH,5,0,4,4,4,Thorn,4,0,0,0,0,0,126,1,3,%/m obscuration,Degrees C,Invalid,3,69,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,15,15,4,835 PH,5,0,4,5,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,4,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,16,16,4,835 PH,5,0,4,1,4,Thorn,4,0,0,0,0,0,126,1,2,%/m obscuration,Degrees C,Invalid,2,32,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,17,17,4,835 PH,5,0,4,2,4,Thorn,4,0,0,0,0,0,126,1,3,%/m obscuration,Degrees C,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,18,18,4,835 PH,5,0,4,3,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,3,44,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,19,19,4,835 PH,5,0,4,4,4,Thorn,4,0,0,0,0,0,126,1,2,%/m obscuration,Degrees C,Invalid,4,70,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,20,20,4,835 PH,5,0,4,5,4,Thorn,4,0,0,0,0,0,126,1,3,%/m obscuration,Degrees C,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,21,21,4,835 PH,5,0,4,1,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,5,32,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:43 2024,Success,,0,MP CPU/Software Channel,0,Real,22,22,4,835 PH,5,0,4,2,4,Thorn,4,0,0,0,0,0,126,1,3,%/m obscuration,Degrees C,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Success,,0,MP CPU/Software Channel,0,Real,23,23,4,835 PH,5,0,4,3,4,Thorn,4,0,0,0,0,0,126,1,3,%/m obscuration,Degrees C,Invalid,3,44,0,Clear,150,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Success,Loop Fault,0,MP CPU/Software Channel,0,Real,24,24,4,835 PH,5,0,4,4,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,4,69,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Success,,0,MP CPU/Software Channel,0,Real,25,25,4,835 PH,5,0,4,5,4,Thorn,4,0,0,0,0,0,126,1,2,%/m obscuration,Degrees C,Invalid,3,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Failure,Loop Fault,0,MP CPU/Software Channel,0,Real,26,26,4,835 PH,5,0,4,1,4,Thorn,4,0,0,0,0,0,126,1,0,%/m obscuration,Degrees C,Invalid,0,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Success,,0,MP CPU/Software Channel,0,Real,27,27,4,835 PH,5,0,4,2,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,4,1,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Success,,0,MP CPU/Software Channel,0,Real,28,28,4,835 PH,5,0,4,3,4,Thorn,4,0,0,0,0,0,126,1,2,%/m obscuration,Degrees C,Invalid,2,45,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Success,,0,MP CPU/Software Channel,0,Real,29,29,4,835 PH,5,0,4,4,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,4,69,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Success,,0,MP CPU/Software Channel,0,Real,30,30,4,835 PH,5,0,4,5,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,4,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Success,,0,MP CPU/Software Channel,0,Real,31,31,4,835 PH,5,0,4,1,4,Thorn,4,0,0,0,0,0,126,1,2,%/m obscuration,Degrees C,Invalid,2,32,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Failure,,0,MP CPU/Software Channel,0,Real,32,32,4,835 PH,5,0,4,2,4,Thorn,4,0,0,0,0,0,126,1,0,%/m obscuration,Degrees C,Invalid,0,0,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Success,,0,MP CPU/Software Channel,0,Real,33,33,4,835 PH,5,0,4,3,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,4,44,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Success,,0,MP CPU/Software Channel,0,Real,34,34,4,835 PH,5,0,4,4,4,Thorn,4,0,0,0,0,0,126,1,2,%/m obscuration,Degrees C,Invalid,2,69,0,Clear,0,0,72,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Success,,0,MP CPU/Software Channel,0,Real,35,35,4,835 PH,5,0,4,5,4,Thorn,4,0,0,0,0,0,126,1,3,%/m obscuration,Degrees C,Invalid,3,1,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
Thu Jan 11 19:02:44 2024,Success,,0,MP CPU/Software Channel,0,Real,36,36,4,835 PH,5,0,4,1,4,Thorn,4,0,0,0,0,0,126,1,4,%/m obscuration,Degrees C,Invalid,5,33,0,Clear,0,0,0,0,0,Currently Unforced,Off,Off
